PassengerId,Survived,Pclass,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Others,Classe_Idade,Family,Classe_Fare
161,0,3,1,0,0,1,0,0,1,0,0,2,1,3
162,1,2,0,0,0,1,0,0,0,1,0,2,0,3
163,0,3,1,0,0,1,0,0,1,0,0,2,0,3
164,0,3,1,0,0,1,0,0,1,0,0,1,0,3
165,0,3,1,0,0,1,1,0,0,0,0,1,5,2
166,1,3,1,0,0,1,1,0,0,0,0,1,2,2
167,1,1,0,0,0,1,0,0,0,1,0,2,1,2
168,0,3,0,0,0,1,0,0,0,1,0,2,5,2
169,0,1,1,0,0,1,0,0,1,0,0,2,0,2
170,0,3,1,0,0,1,0,0,1,0,0,2,0,2
171,0,1,1,0,0,1,0,0,1,0,0,3,0,2
172,0,3,1,0,1,0,1,0,0,0,0,1,5,2
173,1,3,0,0,0,1,0,1,0,0,0,1,2,3
174,0,3,1,0,0,1,0,0,1,0,0,2,0,3
175,0,1,1,1,0,0,0,0,1,0,0,3,0,2
176,0,3,1,0,0,1,0,0,1,0,0,2,2,3
177,0,3,1,0,0,1,1,0,0,0,0,2,4,2
178,0,1,0,1,0,0,0,1,0,0,0,2,0,2
179,0,2,1,0,0,1,0,0,1,0,0,2,0,3
180,0,3,1,0,0,1,0,0,1,0,0,2,0,0
181,0,3,0,0,0,1,0,1,0,0,0,2,10,2
182,0,2,1,1,0,0,0,0,1,0,0,2,0,3
183,0,3,1,0,0,1,1,0,0,0,0,1,6,2
184,1,2,1,0,0,1,1,0,0,0,0,1,3,2
185,1,3,0,0,0,1,0,1,0,0,0,1,2,2
186,0,1,1,0,0,1,0,0,1,0,0,2,0,2
187,1,3,0,0,1,0,0,0,0,1,0,2,1,3
188,1,1,1,0,0,1,0,0,1,0,0,2,0,2
189,0,3,1,0,1,0,0,0,1,0,0,2,2,3
190,0,3,1,0,0,1,0,0,1,0,0,2,0,3
191,1,2,0,0,0,1,0,0,0,1,0,2,0,3
192,0,2,1,0,0,1,0,0,1,0,0,2,0,3
193,1,3,0,0,0,1,0,1,0,0,0,2,1,3
194,1,2,1,0,0,1,1,0,0,0,0,1,2,2
195,1,1,0,1,0,0,0,0,0,1,0,2,0,2
196,1,1,0,1,0,0,0,1,0,0,0,3,0,1
197,0,3,1,0,1,0,0,0,1,0,0,2,0,3
198,0,3,1,0,0,1,0,0,1,0,0,2,1,3
199,1,3,0,0,1,0,0,1,0,0,0,2,0,3
200,0,2,0,0,0,1,0,1,0,0,0,2,0,3
201,0,3,1,0,0,1,0,0,1,0,0,2,0,3
202,0,3,1,0,0,1,0,0,1,0,0,2,10,2
203,0,3,1,0,0,1,0,0,1,0,0,2,0,3
204,0,3,1,1,0,0,0,0,1,0,0,2,0,3
205,1,3,1,0,0,1,0,0,1,0,0,2,0,3
206,0,3,0,0,0,1,0,1,0,0,0,1,1,3
207,0,3,1,0,0,1,0,0,1,0,0,2,1,3
208,1,3,1,1,0,0,0,0,1,0,0,2,0,2
209,1,3,0,0,1,0,0,1,0,0,0,1,0,3
210,1,1,1,1,0,0,0,0,1,0,0,2,0,2
211,0,3,1,0,0,1,0,0,1,0,0,2,0,3
212,1,2,0,0,0,1,0,1,0,0,0,2,0,2
213,0,3,1,0,0,1,0,0,1,0,0,2,0,3
214,0,2,1,0,0,1,0,0,1,0,0,2,0,3
215,0,3,1,0,1,0,0,0,1,0,0,2,1,3
216,1,1,0,1,0,0,0,1,0,0,0,2,1,1
217,1,3,0,0,0,1,0,1,0,0,0,2,0,3
218,0,2,1,0,0,1,0,0,1,0,0,2,1,2
219,1,1,0,1,0,0,0,1,0,0,0,2,0,1
220,0,2,1,0,0,1,0,0,1,0,0,2,0,3
221,1,3,1,0,0,1,0,0,1,0,0,1,0,3
222,0,2,1,0,0,1,0,0,1,0,0,2,0,3
223,0,3,1,0,0,1,0,0,1,0,0,2,0,3
224,0,3,1,0,0,1,0,0,1,0,0,2,0,3
225,1,1,1,0,0,1,0,0,1,0,0,2,1,1
226,0,3,1,0,0,1,0,0,1,0,0,2,0,3
227,1,2,1,0,0,1,0,0,1,0,0,2,0,3
228,0,3,1,0,0,1,0,0,1,0,0,2,0,3
229,0,2,1,0,0,1,0,0,1,0,0,2,0,3
230,0,3,0,0,0,1,0,1,0,0,0,2,4,2
231,1,1,0,0,0,1,0,0,0,1,0,2,1,1
232,0,3,1,0,0,1,0,0,1,0,0,2,0,3
233,0,2,1,0,0,1,0,0,1,0,0,3,0,3
234,1,3,0,0,0,1,0,1,0,0,0,1,6,2
235,0,2,1,0,0,1,0,0,1,0,0,2,0,3
236,0,3,0,0,0,1,0,1,0,0,0,2,0,3
237,0,2,1,0,0,1,0,0,1,0,0,2,1,2
238,1,2,0,0,0,1,0,1,0,0,0,1,2,2
239,0,2,1,0,0,1,0,0,1,0,0,2,0,3
240,0,2,1,0,0,1,0,0,1,0,0,2,0,3
241,0,3,0,1,0,0,0,1,0,0,0,2,1,3
242,1,3,0,0,1,0,0,1,0,0,0,2,1,3
243,0,2,1,0,0,1,0,0,1,0,0,2,0,3
244,0,3,1,0,0,1,0,0,1,0,0,2,0,3
245,0,3,1,1,0,0,0,0,1,0,0,2,0,3
246,0,1,1,0,1,0,0,0,0,0,1,2,2,1
247,0,3,0,0,0,1,0,1,0,0,0,2,0,3
248,1,2,0,0,0,1,0,0,0,1,0,2,2,3
249,1,1,1,0,0,1,0,0,1,0,0,2,2,2
250,0,2,1,0,0,1,0,0,0,0,1,2,1,2
251,0,3,1,0,0,1,0,0,1,0,0,2,0,3
252,0,3,0,0,0,1,0,0,0,1,0,2,2,3
253,0,1,1,0,0,1,0,0,1,0,0,3,0,2
254,0,3,1,0,0,1,0,0,1,0,0,2,1,3
255,0,3,0,0,0,1,0,0,0,1,0,2,2,2
256,1,3,0,1,0,0,0,0,0,1,0,2,2,3
257,1,1,0,1,0,0,0,0,0,1,0,2,0,1
258,1,1,0,0,0,1,0,1,0,0,0,2,0,1
259,1,1,0,1,0,0,0,1,0,0,0,2,0,1
260,1,2,0,0,0,1,0,0,0,1,0,2,1,2
261,0,3,1,0,1,0,0,0,1,0,0,2,0,3
262,1,3,1,0,0,1,1,0,0,0,0,1,6,2
263,0,1,1,0,0,1,0,0,1,0,0,2,2,1
264,0,1,1,0,0,1,0,0,1,0,0,2,0,0
265,0,3,0,0,1,0,0,1,0,0,0,2,0,3
266,0,2,1,0,0,1,0,0,1,0,0,2,0,3
267,0,3,1,0,0,1,0,0,1,0,0,1,5,2
268,1,3,1,0,0,1,0,0,1,0,0,2,1,3
269,1,1,0,0,0,1,0,0,0,1,0,3,1,1
270,1,1,0,0,0,1,0,1,0,0,0,2,0,1
271,0,1,1,0,0,1,0,0,1,0,0,2,0,2
272,1,3,1,0,0,1,0,0,1,0,0,2,0,0
273,1,2,0,0,0,1,0,0,0,1,0,2,1,2
274,0,1,1,1,0,0,0,0,1,0,0,2,1,2
275,1,3,0,0,1,0,0,1,0,0,0,2,0,3
276,1,1,0,0,0,1,0,1,0,0,0,3,1,1
277,0,3,0,0,0,1,0,1,0,0,0,2,0,3
278,0,2,1,0,0,1,0,0,1,0,0,2,0,0
279,0,3,1,0,1,0,1,0,0,0,0,1,5,2
280,1,3,0,0,0,1,0,0,0,1,0,2,2,2
281,0,3,1,0,1,0,0,0,1,0,0,3,0,3
282,0,3,1,0,0,1,0,0,1,0,0,2,0,3
283,0,3,1,0,0,1,0,0,1,0,0,1,0,3
284,1,3,1,0,0,1,0,0,1,0,0,2,0,3
285,0,1,1,0,0,1,0,0,1,0,0,2,0,2
286,0,3,1,1,0,0,0,0,1,0,0,2,0,3
287,1,3,1,0,0,1,0,0,1,0,0,2,0,3
288,0,3,1,0,0,1,0,0,1,0,0,2,0,3
289,1,2,1,0,0,1,0,0,1,0,0,2,0,3
290,1,3,0,0,1,0,0,1,0,0,0,2,0,3
291,1,1,0,0,0,1,0,1,0,0,0,2,0,1
292,1,1,0,1,0,0,0,0,0,1,0,2,1,1
293,0,2,1,1,0,0,0,0,1,0,0,2,0,3
294,0,3,0,0,0,1,0,1,0,0,0,2,0,3
295,0,3,1,0,0,1,0,0,1,0,0,2,0,3
296,0,1,1,1,0,0,0,0,1,0,0,2,0,2
297,0,3,1,1,0,0,0,0,1,0,0,2,0,3
298,0,1,0,0,0,1,0,1,0,0,0,1,3,1
299,1,1,1,0,0,1,0,0,1,0,0,2,0,2
300,1,1,0,1,0,0,0,0,0,1,0,2,1,1
301,1,3,0,0,1,0,0,1,0,0,0,2,0,3
302,1,3,1,0,1,0,0,0,1,0,0,2,2,2
303,0,3,1,0,0,1,0,0,1,0,0,2,0,0
304,1,2,0,0,1,0,0,1,0,0,0,2,0,3
305,0,3,1,0,0,1,0,0,1,0,0,2,0,3
306,1,1,1,0,0,1,1,0,0,0,0,1,3,1
307,1,1,0,1,0,0,0,1,0,0,0,2,0,1
308,1,1,0,1,0,0,0,0,0,1,0,1,1,1
309,0,2,1,1,0,0,0,0,1,0,0,2,1,2
310,1,1,0,1,0,0,0,1,0,0,0,2,0,2
311,1,1,0,1,0,0,0,1,0,0,0,2,0,1
312,1,1,0,1,0,0,0,1,0,0,0,2,4,1
313,0,2,0,0,0,1,0,0,0,1,0,2,2,2
314,0,3,1,0,0,1,0,0,1,0,0,2,0,3
315,0,2,1,0,0,1,0,0,1,0,0,2,2,2
316,1,3,0,0,0,1,0,1,0,0,0,2,0,3
317,1,2,0,0,0,1,0,0,0,1,0,2,1,2
318,0,2,1,0,0,1,0,0,0,0,1,2,0,3
319,1,1,0,0,0,1,0,1,0,0,0,2,2,1
320,1,1,0,1,0,0,0,0,0,1,0,2,2,1
321,0,3,1,0,0,1,0,0,1,0,0,2,0,3
322,0,3,1,0,0,1,0,0,1,0,0,2,0,3
323,1,2,0,0,1,0,0,1,0,0,0,2,0,3
324,1,2,0,0,0,1,0,0,0,1,0,2,2,2
325,0,3,1,0,0,1,0,0,1,0,0,2,10,2
326,1,1,0,1,0,0,0,1,0,0,0,2,0,1
327,0,3,1,0,0,1,0,0,1,0,0,3,0,3
328,1,2,0,0,0,1,0,0,0,1,0,2,0,3
329,1,3,0,0,0,1,0,0,0,1,0,2,2,2
330,1,1,0,1,0,0,0,1,0,0,0,1,1,2
331,1,3,0,0,1,0,0,1,0,0,0,2,2,2
332,0,1,1,0,0,1,0,0,1,0,0,2,0,2
333,0,1,1,0,0,1,0,0,1,0,0,2,1,1
334,0,3,1,0,0,1,0,0,1,0,0,1,2,3
335,1,1,0,0,0,1,0,0,0,1,0,2,1,1
336,0,3,1,0,0,1,0,0,1,0,0,2,0,3
337,0,1,1,0,0,1,0,0,1,0,0,2,1,2
338,1,1,0,1,0,0,0,1,0,0,0,2,0,1
339,1,3,1,0,0,1,0,0,1,0,0,2,0,3
340,0,1,1,0,0,1,0,0,1,0,0,2,0,2
341,1,2,1,0,0,1,1,0,0,0,0,1,2,2
342,1,1,0,0,0,1,0,1,0,0,0,2,5,1
343,0,2,1,0,0,1,0,0,1,0,0,2,0,3
344,0,2,1,0,0,1,0,0,1,0,0,2,0,3
345,0,2,1,0,0,1,0,0,1,0,0,2,0,3
346,1,2,0,0,0,1,0,1,0,0,0,2,0,3
347,1,2,0,0,0,1,0,1,0,0,0,2,0,3
348,1,3,0,0,0,1,0,0,0,1,0,2,1,3
349,1,3,1,0,0,1,1,0,0,0,0,1,2,3
350,0,3,1,0,0,1,0,0,1,0,0,2,0,3
351,0,3,1,0,0,1,0,0,1,0,0,2,0,3
352,0,1,1,0,0,1,0,0,1,0,0,2,0,2
353,0,3,1,1,0,0,0,0,1,0,0,1,2,3
354,0,3,1,0,0,1,0,0,1,0,0,2,1,3
355,0,3,1,1,0,0,0,0,1,0,0,2,0,3
356,0,3,1,0,0,1,0,0,1,0,0,2,0,3
357,1,1,0,0,0,1,0,1,0,0,0,2,1,2
358,0,2,0,0,0,1,0,1,0,0,0,2,0,3
359,1,3,0,0,1,0,0,1,0,0,0,2,0,3
360,1,3,0,0,1,0,0,1,0,0,0,2,0,3
361,0,3,1,0,0,1,0,0,1,0,0,2,5,2
362,0,2,1,1,0,0,0,0,1,0,0,2,1,2
363,0,3,0,1,0,0,0,0,0,1,0,2,1,3
364,0,3,1,0,0,1,0,0,1,0,0,2,0,3
365,0,3,1,0,1,0,0,0,1,0,0,2,1,3
366,0,3,1,0,0,1,0,0,1,0,0,2,0,3
367,1,1,0,1,0,0,0,0,0,1,0,3,1,1
368,1,3,0,1,0,0,0,0,0,1,0,2,0,3
369,1,3,0,0,1,0,0,1,0,0,0,2,0,3
370,1,1,0,1,0,0,0,0,0,0,1,2,0,2
371,1,1,1,1,0,0,0,0,1,0,0,2,1,2
372,0,3,1,0,0,1,0,0,1,0,0,2,1,3
373,0,3,1,0,0,1,0,0,1,0,0,2,0,3
374,0,1,1,1,0,0,0,0,1,0,0,2,0,1
375,0,3,0,0,0,1,0,1,0,0,0,1,4,2
376,1,1,0,1,0,0,0,0,0,1,0,2,1,1
377,1,3,0,0,0,1,0,1,0,0,0,2,0,3
378,0,1,1,1,0,0,0,0,1,0,0,2,2,1
379,0,3,1,1,0,0,0,0,1,0,0,2,0,3
380,0,3,1,0,0,1,0,0,1,0,0,2,0,3
381,1,1,0,1,0,0,0,1,0,0,0,2,0,1
382,1,3,0,1,0,0,0,1,0,0,0,1,2,3
383,0,3,1,0,0,1,0,0,1,0,0,2,0,3
384,1,1,0,0,0,1,0,0,0,1,0,2,1,2
385,0,3,1,0,0,1,0,0,1,0,0,2,0,3
386,0,2,1,0,0,1,0,0,1,0,0,2,0,1
387,0,3,1,0,0,1,1,0,0,0,0,1,7,2
388,1,2,0,0,0,1,0,1,0,0,0,2,0,3
389,0,3,1,0,1,0,0,0,1,0,0,2,0,3
390,1,2,0,1,0,0,0,1,0,0,0,1,0,3
391,1,1,1,0,0,1,0,0,1,0,0,2,3,1
392,1,3,1,0,0,1,0,0,1,0,0,2,0,3
393,0,3,1,0,0,1,0,0,1,0,0,2,2,3
394,1,1,0,1,0,0,0,1,0,0,0,2,1,1
395,1,3,0,0,0,1,0,0,0,1,0,2,2,3
396,0,3,1,0,0,1,0,0,1,0,0,2,0,3
397,0,3,0,0,0,1,0,1,0,0,0,2,0,3
398,0,2,1,0,0,1,0,0,1,0,0,2,0,2
399,0,2,1,0,0,1,0,0,0,0,1,2,0,3
400,1,2,0,0,0,1,0,0,0,1,0,2,0,3
401,1,3,1,0,0,1,0,0,1,0,0,2,0,3
402,0,3,1,0,0,1,0,0,1,0,0,2,0,3
403,0,3,0,0,0,1,0,1,0,0,0,2,1,3
404,0,3,1,0,0,1,0,0,1,0,0,2,1,3
405,0,3,0,0,0,1,0,1,0,0,0,2,0,3
406,0,2,1,0,0,1,0,0,1,0,0,2,1,2
407,0,3,1,0,0,1,0,0,1,0,0,2,0,3
408,1,2,1,0,0,1,1,0,0,0,0,1,2,2
409,0,3,1,0,0,1,0,0,1,0,0,2,0,3
410,0,3,0,0,0,1,0,1,0,0,0,2,4,2
411,0,3,1,0,0,1,0,0,1,0,0,2,0,3
412,0,3,1,0,1,0,0,0,1,0,0,2,0,3
413,1,1,0,0,1,0,0,1,0,0,0,2,1,1
414,0,2,1,0,0,1,0,0,1,0,0,2,0,0
415,1,3,1,0,0,1,0,0,1,0,0,2,0,3
416,0,3,0,0,0,1,0,0,0,1,0,2,0,3
417,1,2,0,0,0,1,0,0,0,1,0,2,2,2
418,1,2,0,0,0,1,0,1,0,0,0,2,2,3
419,0,2,1,0,0,1,0,0,1,0,0,2,0,3
420,0,3,0,0,0,1,0,1,0,0,0,1,2,2
421,0,3,1,1,0,0,0,0,1,0,0,2,0,3
422,0,3,1,0,1,0,0,0,1,0,0,2,0,3
423,0,3,1,0,0,1,0,0,1,0,0,2,0,3
424,0,3,0,0,0,1,0,0,0,1,0,2,2,3
425,0,3,1,0,0,1,0,0,1,0,0,2,2,2
426,0,3,1,0,0,1,0,0,1,0,0,2,0,3
427,1,2,0,0,0,1,0,0,0,1,0,2,1,2
428,1,2,0,0,0,1,0,1,0,0,0,2,0,2
429,0,3,1,0,1,0,0,0,1,0,0,2,0,3
430,1,3,1,0,0,1,0,0,1,0,0,2,0,3
431,1,1,1,0,0,1,0,0,1,0,0,2,0,2
432,1,3,0,0,0,1,0,0,0,1,0,2,1,3
433,1,2,0,0,0,1,0,0,0,1,0,2,1,2
434,0,3,1,0,0,1,0,0,1,0,0,1,0,3
435,0,1,1,0,0,1,0,0,1,0,0,2,1,2
436,1,1,0,0,0,1,0,1,0,0,0,1,3,1
437,0,3,0,0,0,1,0,1,0,0,0,2,4,2
438,1,2,0,0,0,1,0,0,0,1,0,2,5,2
439,0,1,1,0,0,1,0,0,1,0,0,3,5,1
440,0,2,1,0,0,1,0,0,1,0,0,2,0,3
441,1,2,0,0,0,1,0,0,0,1,0,2,2,2
442,0,3,1,0,0,1,0,0,1,0,0,2,0,3
443,0,3,1,0,0,1,0,0,1,0,0,2,1,3
444,1,2,0,0,0,1,0,0,0,0,1,2,0,3
445,1,3,1,0,0,1,0,0,1,0,0,2,0,3
446,1,1,1,0,0,1,1,0,0,0,0,1,2,1
447,1,2,0,0,0,1,0,1,0,0,0,1,1,2
448,1,1,1,0,0,1,0,0,1,0,0,2,0,2
449,1,3,0,1,0,0,0,1,0,0,0,1,3,2
450,1,1,1,0,0,1,0,0,0,0,1,2,0,2
451,0,2,1,0,0,1,0,0,1,0,0,2,3,2
452,0,3,1,0,0,1,0,0,1,0,0,2,1,2
453,0,1,1,1,0,0,0,0,1,0,0,2,0,2
454,1,1,1,1,0,0,0,0,1,0,0,2,1,1
455,0,3,1,0,0,1,0,0,1,0,0,2,0,3
456,1,3,1,1,0,0,0,0,1,0,0,2,0,3
457,0,1,1,0,0,1,0,0,1,0,0,3,0,2
458,1,1,0,0,0,1,0,0,0,1,0,2,1,2
459,1,2,0,0,0,1,0,1,0,0,0,2,0,3
460,0,3,1,0,1,0,0,0,1,0,0,2,0,3
